state_dna_macro,next_state,anchor_market_state,next_market_state,event_group,next_event_group,count,state_total,transition_pct
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,41,1580,0.025949367088607594
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,42,1659,0.02531645569620253
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=NEAR_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,33,1304,0.02530674846625767
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,33,1304,0.02530674846625767
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,34,1353,0.025129342202512936
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=HIGH|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,31,1235,0.025101214574898785
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,31,1235,0.025101214574898785
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,30,1203,0.02493765586034913
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,32,1304,0.024539877300613498
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,33,1353,0.024390243902439025
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,30,1235,0.024291497975708502
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,38,1580,0.024050632911392405
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,45,1910,0.02356020942408377
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,39,1659,0.023508137432188065
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=LOW_RANGE|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,LOW_RANGE,BREAKOUT,BREAKOUT,33,1412,0.023371104815864022
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=NORMAL_FLOW|energy=LOW|align=NONE/MIXED|level=NEAR_RESISTANCE|event=NONE,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,NONE,33,1412,0.023371104815864022
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,30,1315,0.022813688212927757
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,36,1580,0.02278481012658228
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,43,1910,0.022513089005235604
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,43,1910,0.022513089005235604
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,37,1659,0.02230259192284509
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=ACCEPTED_BREAKOUT|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,ACCEPTED_BREAKOUT,BREAKOUT,BREAKOUT,45,2047,0.021983390327308255
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=NEAR_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,31,1412,0.021954674220963172
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,34,1580,0.021518987341772152
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,41,1910,0.021465968586387434
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=NEAR_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,34,1659,0.020494273658830622
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,39,1910,0.020418848167539267
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=EXPANSION|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,EXPANSION,BREAKOUT,BREAKOUT,41,2047,0.020029311187103077
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,33,1659,0.019891500904159132
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,32,1659,0.019288728149487643
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,36,1910,0.018848167539267015
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,31,1659,0.018685955394816153
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=NEAR_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,35,1910,0.01832460732984293
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,35,1910,0.01832460732984293
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=VERY_LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,31,1910,0.016230366492146597
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,33,2047,0.01612115290669272
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,30,1910,0.015706806282722512
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=NEAR_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,32,2047,0.015632633121641426
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=NEAR_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,32,2047,0.015632633121641426
